name,id,H,T_rebuild_K,T_rebuild_L,alpha,avg_prod_k,axfin_p,axfin_r,axhealth,bashs,borrow_abi,cp,cr,dC_destitution,dKpc,dKtot,dW_destitution,dW_no_transfers,dW_noupscale,dWsurWprime,delta_W,destitution_exposure,equivalent_cost,fa,fap,far,faref,finance_pre,gdp_pc_pp,income_elast,individual_exposure,institutional_exposure,iso3,macro_multiplier,ophe,original_country,pe,peref,pi,plgp,pop,pov_head,prepare_scaleup,protection,protectionref,pv,rating,resilience,resilience_no_shock,resilience_no_shock_no_SP,resilience_no_shock_no_uspcale,rho,risk,risk_to_assets,rp,share1,share1_ref,shew,sigma_p,sigma_r,social_p,social_r,tot_p,tot_r,total_equivalent_cost,total_equivalent_cost_no_destitution,total_equivalent_cost_of_destitution,unemp,v,v_p,v_r,v_s,v_shew
Romania,ROU,0.53565,3,40,1,0.26775,0.05477,0.10829,0.89407,0.985,0.675,8101.02089,20704.88195,145597.15163,37.6461,752220110.4908,0,0,0,50.16931,0,0.00008,50.51827,0.07485,0.08742,0.07171,0.07368,0.8,18184.10973,1.5,0.00104,0.07948,ROU,1.20766,0.19685,Romania,0.16797,0.16797,0.2,0.9405,19981358,0.2,0.66667,50,50,0.39594,0.55,0.7452,0.75038,0.6387,0.7264,0.05,0.00278,0.00207,218.53784,0.0891,0.0891,0.8,0.33542,0.33542,0.56318,0.40971,0.7097,0.6077,1009423737.7978,1002450871.00008,6972866.79772,0.073,0.45131,0.5292,0.3612,0.43,0.3791
Russian Federation,RUS,0.53565,3,40,1,0.34916,0.06942,0.13613,0.75845,0.997,0.25833,7611.2391,27552.4499,188674.7043,8.6991,1248319966.79642,0,0,0,15.16633,0,0.00016,15.66275,0.04301,0.05023,0.0412,0.04255,0,23564.20774,1.5,0.00142,0.11053,RUS,1.2853,0.48011,Russian Federation,0.16797,0.16797,0.2,0.96597,143499861,0.2,0,87.1,87.1,1.34486,0.51667,0.5554,0.57358,0.44294,0.56306,0.05,0.00066,0.00037,334.56392,0.0646,0.0646,0,0.06458,0.06458,0.47775,0.27933,0.51147,0.32587,2247602017.65747,2176366444.26825,71235573.38922,0.056,0.26867,0.63,0.23825,0.23825,0.26867
Rwanda,RWA,0.53565,3,40,1,0.71258,0.17842,0.17837,0.75303,0.69,0.475,368.0025,1690.95723,11420.67837,17.29813,203711785.87584,0,0.00001,0.00001,24.4116,0.00001,0.0007,29.68452,0.03265,0.00718,0.03902,0.03911,0.6,1426.36629,1.5,0.00231,0.30183,RWA,1.63188,0.18394,Rwanda,-0.78,-0.78,0.2,0.34747,11776522,0.2,0.6,2.2,2.2,0.04037,0.35,0.58273,0.7086,0.69287,0.69441,0.05,0.02081,0.01213,16.12575,0.0516,0.0516,0.8,0.26875,0.26875,0.03712,0.02285,0.29589,0.28546,349580426.86927,287483717.98139,62096708.88788,0.006,0.60555,0.5292,0.50846,0.60531,0.50866
Senegal,SEN,0.53565,3,40,1,0.22621,0.02342,0.04645,0.64089,0.651,0.575,655.36332,2548.75568,17375.44839,23.20648,327983701.5913,0,0,0,28.41105,0,0.00036,30.14785,0.0231,0.01733,0.02454,0.02929,0.8,2170.07721,1.5,0.00126,0.28281,SEN,1.16805,0.36922,Senegal,-0.25,-0.25,0.2,0.61367,14133280,0.2,0.8,5.17,5.17,0.02014,0.35,0.76976,0.81681,0.75536,0.7837,0.05,0.01389,0.01069,33.88936,0.0604,0.0604,0.8,0.34375,0.34375,0.11368,0.21772,0.41835,0.48663,426087949.63719,401541285.73829,24546663.8989,0.103,0.61756,0.5292,0.51828,0.617,0.51875
Serbia,SRB,0.53565,3,40,1,0.22012,0.01452,0.0431,0.80899,0.997,0.48333,5395.5097,14766.74295,103228.08025,106.12289,760278374.07988,0,0,0,145.79389,0,0.00045,149.12062,0.1068,0.12474,0.10232,0.10956,0.6,12892.4963,1.5,0.00323,0.14028,SRB,1.16224,0.37901,Serbia,0.16797,0.16797,0.2,0.99218,7164132,0.2,0.6,20.46,20.46,0.62908,0.36667,0.71166,0.7279,0.6089,0.68779,0.05,0.01157,0.00823,106.90751,0.0837,0.0837,0.4,0.27083,0.27083,0.36373,0.29082,0.53605,0.48289,1068319775.57917,1044486686.02475,23833089.55442,0.222,0.38672,0.5796,0.33086,0.35963,0.35578
Sierra Leone,SLE,0.53565,3,40,1,0.40687,0.04348,0.21322,0.49189,0.597,0.3,583.66026,1722.39562,11967.40311,33.56755,204496042.13575,0,0.00001,0.00001,60.90873,0.00001,0.00107,71.17885,0.03667,0.06197,0.03034,0.05148,0.6,1494.64855,1.5,0.00303,0.3542,SLE,1.34033,0.61323,Sierra Leone,0.69,0.69,0.2,0.47752,6092075,0.2,0.73333,1.82,1.82,0.04415,0,0.47159,0.55111,0.53096,0.53338,0.05,0.04762,0.02246,13.67975,0.0781,0.0781,0.8,0.25833,0.25833,0.0241,0.03957,0.27621,0.28768,433626897.57478,371060546.41895,62566351.15583,0.032,0.60336,0.5292,0.50295,0.59875,0.50682
Slovak Republic,SVK,0.53565,3,40,1,0.3059,0.29756,0.41714,0.88529,0.992,0.38333,11114.94923,29419.84099,206246.94219,48.78198,264076009.05598,0,0,0,72.02657,0,0.00038,73.18248,0.15314,0.17886,0.14671,0.14761,0,25758.86263,1.5,0.00417,0.09239,SVK,1.24405,0.22142,Slovak Republic,0.16797,0.16797,0.2,0.97953,5413393,0.2,0,100,100,0.6256,0.76667,0.66658,0.67728,0.58332,0.66623,0.05,0.00284,0.00189,370.67677,0.0863,0.0863,0,0.09583,0.09583,0.4304,0.38946,0.48499,0.44797,396165499.51926,389908135.79436,6257363.7249,0.142,0.38755,0.63,0.35963,0.35963,0.38755
Slovenia,SVN,0.53565,3,40,1,0.22134,0.20022,0.35239,0.93896,0.999,0.71667,13314.61569,30881.56111,219132.41565,69.22849,142607434.04338,0,0,0,87.43224,0,0.00007,87.82708,0.10987,0.12833,0.10526,0.10942,0.8,27368.17203,1.5,0.0012,0.05826,SVN,1.1634,0.12109,Slovenia,0.16797,0.16797,0.2,0.98825,2059953,0.2,0,56.56,56.56,0.71102,0.63333,0.78824,0.7918,0.63337,0.77318,0.05,0.00321,0.00253,240.45152,0.0973,0.0973,1,0.17917,0.17917,0.62541,0.33581,0.69252,0.45481,180919661.54774,180106299.07519,813362.47255,0.102,0.3682,0.504,0.26704,0.3338,0.29456
South Africa,ZAF,0.53565,3,40,1,0.41222,0.13653,0.27751,0.92047,0.912,0.29167,1525.63839,15186.32906,99718.64175,2.88455,153335624.31053,0,0,0,5.71647,0,0.00039,6.27626,0.01779,0.02078,0.01704,0.01739,0,12454.19092,1.5,0.00207,0.18622,ZAF,1.34544,0.07106,South Africa,0.16797,0.16797,0.2,0.76986,53157490,0.2,0,100,100,0.1306,0.58333,0.4596,0.5046,0.45882,0.50167,0.05,0.0005,0.00023,370.67677,0.0245,0.0245,0,0.07292,0.07292,0.73274,0.09087,0.75222,0.15716,333630254.35993,303873342.7305,29756911.62943,0.249,0.55723,0.63,0.555,0.555,0.55723
Spain,ESP,0.53565,3,40,1,0.183,0.26911,0.40781,0.88602,1,0.30833,8570.1554,37460.76708,253677.68332,8.62262,401967863.71471,0,0,0,11.66643,0,0.00001,11.6883,0.04584,0.05354,0.04392,0.04469,0,31682.64474,1.5,0.00004,0.13617,ESP,1.12684,0.22795,Spain,0.16797,0.16797,0.2,0.97147,46617825,0.2,0,98.21,98.21,0.00849,0.61667,0.73771,0.7391,0.724,0.73822,0.05,0.00037,0.00027,365.79961,0.0541,0.0541,0,0.07708,0.07708,0.5252,0.42843,0.5618,0.47248,544883023.19872,543863518.77525,1019504.42347,0.266,0.11007,0.111,0.11,0.11,0.11007
Sri Lanka,LKA,0.53565,3,40,1,0.33796,0.21014,0.32753,0.76031,0.986,0.48333,3638.33463,10872.58807,75470.31639,113.41719,2323124306.06682,0,0,0,168.35191,0,0.00031,173.72373,0.05259,0.06142,0.05038,0.06235,0.6,9425.73738,1.5,0.00298,0.10531,LKA,1.27462,0.46538,Sri Lanka,0.16797,0.16797,0.2,0.96575,20483000,0.2,0.66667,6.42,6.42,0.03852,0.36667,0.65286,0.67369,0.64306,0.65124,0.05,0.01843,0.01203,40.73039,0.0772,0.0772,0.8,0.2875,0.2875,0.08488,0.081,0.34798,0.34521,3558383088.52825,3448352232.89019,110030855.63806,0.042,0.60663,0.5292,0.50757,0.60425,0.50957
Sudan,SDN,0.53565,3,40,1,0.94875,0.0083,0.04989,0.23642,0.231,0.3,1111.6552,3803.05242,26140.49592,15.85861,602061069.03015,0,0,0,35.90857,0,0.00252,48.2273,0.08144,0.09512,0.07802,0.10541,0.6,3264.77298,1.5,0.00677,0.37231,SDN,1.85712,0.75817,Sudan,0.16797,0.16797,0.2,0.79866,37964306,0.2,0.66667,7.79,7.79,0.22277,0,0.32883,0.44164,0.42568,0.42746,0.05,0.01477,0.00486,47.946,0.0681,0.0681,0.6,0.24167,0.24167,0.02139,0.05128,0.25789,0.28056,1830916164.02356,1363243903.40062,467672260.62294,0.152,0.51523,0.5544,0.4444,0.505,0.4534
Swaziland,SWZ,0.53565,3,40,1,0.19038,0.09159,0.23489,0.85682,0.82,0,1310.35405,7761.01673,51811.29681,15.77527,19711421.47767,0,0,0,39.17972,0,0.00023,41.8446,0.02186,0.0247,0.02115,0.02269,0,6470.88419,1.5,0.00101,0.2317,SWZ,1.13388,0.10636,Swaziland,0.13,0.13,0.2,0.67309,1249514,0.2,0,6.61,6.61,1.98415,0,0.377,0.40264,0.37081,0.40264,0.05,0.00647,0.00244,41.7443,0.0405,0.0405,0,0,0,0.13128,0.13237,0.13128,0.13237,52285413.71952,48955613.91553,3329799.80399,0.225,0.14409,0.43,0.13,0.13,0.14409
Sweden,SWE,0.53565,3,40,1,0.35737,0.5882,0.67114,0.91839,1,0.9,20725.27533,49244.29916,348621.51939,8.43162,80946753.22494,0,0,0,11.84024,0,0,11.84372,0.03522,0.04114,0.03374,0.03405,0.8,43540.49439,1.5,0.00001,0.06894,SWE,1.29313,0.16322,Sweden,0.16797,0.16797,0.2,0.95579,9600379,0.2,0.73333,53.62,53.62,0.01365,1,0.71191,0.71212,0.70103,0.70881,0.05,0.00027,0.00019,230.73998,0.0952,0.0952,0.8,0.40833,0.40833,0.45691,0.34784,0.67867,0.61414,113704193.15651,113670775.22496,33417.93154,0.081,0.12825,0.1092,0.10754,0.12802,0.10773
Syrian Arab Republic,SYR,0.53565,3,40,1,0.27075,0.04674,0.05367,0.71131,0.962,0.3,1904.40673,5723.13897,39709.03365,32.27077,737243584.91932,0,0,0,50.04041,0,0.00039,52.54196,0.04605,0.05378,0.04411,0.05529,0.6,4959.39252,1.5,0.00252,0.15502,SYR,1.21052,0.53938,Syrian Arab Republic,0.16797,0.16797,0.2,0.93164,22845550,0.2,0.66667,9.03,9.03,0.5632,0,0.61419,0.64489,0.59028,0.60133,0.05,0.01059,0.00651,54.2801,0.0768,0.0768,0.6,0.24167,0.24167,0.04491,0.12255,0.27572,0.3346,1200350061.96948,1143200743.33376,57149318.63573,0.108,0.40302,0.5544,0.3344,0.38,0.35466
Tajikistan,TJK,0.53565,3,40,1,0.38543,0,0.00478,0.63642,0.874,0.3,1015.21766,2785.76942,19469.89098,10.40082,85368218.83687,0,0,0,15.20374,0,0.00003,15.48234,0.03854,0.03237,0.04008,0.07494,0.6,2431.65907,1.5,0.00016,0.16357,TJK,1.31989,0.60115,Tajikistan,-0.16,-0.16,0.2,0.97988,8207834,0.2,0.6,2.65,2.65,1.42264,0,0.67179,0.6841,0.57116,0.64831,0.05,0.00637,0.00428,18.94593,0.0835,0.0835,0.6,0.225,0.225,0.36581,0.17805,0.5085,0.36299,127076463.43866,124789751.91443,2286711.52423,0.107,0.1259,0.2684,0.09919,0.11272,0.11079
Tanzania,TZA,0.53565,3,40,1,0.4132,0.03991,0.17232,0.57842,0.489,0.3,873.75767,2737.43903,18933.7829,14.16765,697800900.71041,0,0,0,23.22032,0,0.00018,25.73768,0.01672,0.01505,0.01714,0.01994,0.6,2364.70276,1.5,0.00068,0.26335,TZA,1.34638,0.33216,Tanzania,-0.1,-0.1,0.2,0.66653,49253126,0.2,0.66667,1.97,1.97,0.93086,0,0.55046,0.61014,0.55871,0.56725,0.05,0.01088,0.00599,14.65426,0.0739,0.0739,0.6,0.24167,0.24167,0.04671,0.05576,0.27709,0.28395,1267661373.01745,1143673357.33678,123988015.68067,0.035,0.32628,0.5544,0.2684,0.305,0.28713
Thailand,THA,0.53565,3,40,1,0.24034,0.35082,0.47387,0.94166,0.996,0.825,4708.95228,16237.52627,111549.7045,88.86003,5954554961.84541,0,0,0,138.95605,0,0.00007,139.48574,0.16031,0.18724,0.15358,0.17033,1,13931.81147,1.5,0.00171,0.04298,THA,1.18152,0.11268,Thailand,0.16797,0.16797,0.2,0.93639,67010502,0.2,0.66667,22.49,22.49,1.50628,0.65,0.63705,0.63948,0.46719,0.54966,0.05,0.01001,0.00638,115.45997,0.0676,0.0676,0.6,0.37292,0.37292,0.29255,0.51148,0.55637,0.69366,9347009317.85864,9311514621.80891,35494696.04974,0.007,0.25137,0.5544,0.19175,0.2179,0.2212
Togo,TGO,0.53565,3,40,1,0.37089,0.01589,0.04995,0.59433,0.594,0.1,325.71125,1600.96503,10776.51245,17.87326,121841699.66656,0,0.00001,0.00001,30.27028,0.00001,0.00072,35.37997,0.02064,0.02497,0.01956,0.02332,0.2,1345.91428,1.5,0.00258,0.2787,TGO,1.30603,0.40534,Togo,0.21,0.21,0.2,0.63857,6816982,0.2,0.6,2.21,2.21,0.0094,0,0.50518,0.59046,0.57193,0.57792,0.05,0.02629,0.01328,16.18905,0.0484,0.0484,0.6,0.175,0.175,0.17037,0.00049,0.31555,0.1754,241184640.64284,206351922.3511,34832718.29174,0.069,0.62413,0.5544,0.5489,0.62375,0.54924
Turkey,TUR,0.53565,3,40,1,0.41217,0.02106,0.05569,0.90009,0.95,0.66667,5384.46907,21862.80112,148663.96911,18.96818,1421335983.38798,0,0,0,33.54365,0,0.00007,34.39174,0.02763,0.03227,0.02647,0.02905,0.8,18567.13471,1.5,0.00071,0.09989,TUR,1.34539,0.14982,Turkey,0.16797,0.16797,0.2,0.90025,74932641,0.2,0.8,18.17,18.17,0.94261,0.53333,0.55153,0.56548,0.45551,0.50931,0.05,0.00185,0.00102,97.06979,0.058,0.058,0.6,0.36667,0.36667,0.29143,0.20395,0.55124,0.49584,2577063784.01901,2513513928.60034,63549855.41867,0.1,0.32431,0.5544,0.2652,0.30136,0.28539
Uganda,UGA,0.53565,3,40,1,0.57357,0.08637,0.21654,0.59503,0.574,0.16667,470.7776,1908.02677,12975.69085,1.23358,46356714.143,0,0,0,3.15748,0,0.00005,3.79596,0.00271,0.00447,0.00227,0.00553,0,1620.57694,1.5,0.00013,0.3982,UGA,1.49932,0.38395,Uganda,0.65,0.65,0.2,0.24838,37578876,0.2,0,1.5,1.5,1.30479,0.33333,0.32497,0.39069,0.28977,0.38505,0.05,0.00234,0.00076,11.5488,0.0581,0.0581,0,0.04167,0.04167,0.48205,0.11868,0.50363,0.1554,142647924.78154,118654415.14129,23993509.64026,0.038,0.27334,0.63,0.23,0.23,0.27334
Ukraine,UKR,0.53565,3,40,1,0.24585,0.01426,0.08083,0.78096,0.99,0.03333,4343.34155,9549.1831,68122.26374,54.73276,2489771455.06437,0,0,0,73.82917,0,0.00019,75.89335,0.03696,0.04317,0.03541,0.03942,0,8508.01479,1.5,0.00192,0.1015,UKR,1.18678,0.42808,Ukraine,0.16797,0.16797,0.2,0.99354,45489600,0.2,0,9.34,9.34,0.54403,0.06667,0.72118,0.74134,0.6402,0.74034,0.05,0.00892,0.00643,55.83354,0.1021,0.1021,0,0.00833,0.00833,0.49458,0.30079,0.49879,0.30662,3452358359.67933,3358459403.95862,93898955.72071,0.079,0.40802,0.63,0.37725,0.37725,0.40802
United Kingdom,GBR,0.53565,3,40,1,0.30313,0.41194,0.49589,0.95356,1,0.88333,10654.73031,43500.6602,295704.19072,2.29728,147271415.14704,0,0,0,3.36079,0,0,3.36115,0.04278,0.04997,0.04099,0.0397,0.8,36931.47423,1.5,0,0.04102,GBR,1.2414,0.09289,United Kingdom,0.16797,0.16797,0.2,0.99838,64106779,0.2,0.8,225.69,225.69,0.01434,0.96667,0.68348,0.68356,0.67083,0.68129,0.05,0.00009,0.00006,672.0497,0.0577,0.0577,1,0.42083,0.42083,0.6841,0.41424,0.81704,0.66075,215472377.71939,215449163.32597,23214.39342,0.075,0.12816,0.104,0.10242,0.12802,0.10253
United States,USA,0.53565,3,40,1,0.31874,0.33614,0.62094,0.93742,0.993,0.89167,12065.01459,61159.35589,411074.77196,1.47236,465455177.07477,0,0,0,2.34165,0,0,2.34338,0.03833,0.04477,0.03672,0.03696,0.8,51340.48763,1.5,0.00003,0.04607,USA,1.25629,0.11817,United States,0.16797,0.16797,0.2,0.99838,316128839,0.2,0.73333,460.2,460.2,0.88898,0.98333,0.62831,0.62877,0.47707,0.59187,0.05,0.00005,0.00003,1115.41335,0.047,0.047,0.8,0.40625,0.40625,0.63,0.09,0.78031,0.45969,740810056.87945,740261772.85605,548284.02341,0.074,0.13499,0.2142,0.10733,0.12778,0.11339
Uruguay,URY,0.53565,3,40,1,0.29189,0.01662,0.0838,0.91254,0.995,0.58333,4959.56102,22467.38041,151856.14838,7.07048,24089551.94921,0,0,0,12.21985,0,0.00004,12.42759,0.01839,0.02148,0.01762,0.01754,0.6,18965.81654,1.5,0.00064,0.06868,URY,1.23068,0.16993,Uruguay,0.16797,0.16797,0.2,0.94744,3407062,0.2,0.66667,46.9,46.9,0.93556,0.56667,0.56893,0.57861,0.47457,0.52274,0.05,0.00066,0.00037,207.94927,0.0523,0.0523,0.6,0.3125,0.3125,0.23174,0.21152,0.47182,0.45792,42341573.67559,41633803.00853,707770.66706,0.066,0.32549,0.5544,0.2684,0.305,0.28643
Uzbekistan,UZB,0.53565,3,40,1,0.73018,0.00689,0.00911,0.76902,0.999,0,1860.79947,5787.48653,40051.37863,4.44342,134383115.83868,0,0,0,9.59621,0,0.00005,9.95406,0.04206,0.04913,0.04029,0.04642,0,5002.14912,1.5,0.00042,0.11907,UZB,1.64867,0.46096,Uzbekistan,0.16797,0.16797,0.2,0.98078,30243200,0.2,0,8.2,8.2,1.34837,0,0.44639,0.46304,0.38158,0.46304,0.05,0.00199,0.00089,50.05391,0.0744,0.0744,0,0,0,0.44705,0.2279,0.44705,0.2279,301042599.39871,290220113.82687,10822485.57184,0.107,0.12988,0.305,0.11272,0.11272,0.12988
"Venezuela, RB",VEN,0.53565,3,40,1,0.31317,0.06972,0.18065,0.63434,0.957,0.06667,3716.68022,21089.07771,141037.16729,64.95306,1974911317.92961,0,0,0,108.13451,0,0.00063,116.33039,0.03129,0.03655,0.02998,0.03348,0,17614.59821,1.5,0.00385,0.16314,VEN,1.25098,0.68832,"Venezuela, RB",0.16797,0.16797,0.2,0.95123,30405207,0.2,0,15.73,15.73,0.0494,0.13333,0.55835,0.60067,0.56912,0.59952,0.05,0.0066,0.00369,86.2705,0.0422,0.0422,0,0.01667,0.01667,0.39089,0.18294,0.40104,0.19655,3537049729.04614,3287852176.71456,249197552.33158,0.075,0.60034,0.63,0.59875,0.59875,0.60034
Vietnam,VNM,0.53565,3,40,1,0.2697,0.03995,0.10271,0.71745,0.929,0.59167,1801.29814,5955.42987,41031.8507,22.32421,2002680605.54402,0,0,0,31.05034,0,0.00003,31.16422,0.20154,0.23539,0.19308,0.2109,0.8,5124.60352,1.5,0.00028,0.11919,VNM,1.20953,0.49409,Vietnam,0.16797,0.16797,0.2,0.94498,89708900,0.2,0.53333,17.58,17.58,0.0365,0.38333,0.71634,0.71897,0.70714,0.71398,0.05,0.00608,0.00436,94.49301,0.0703,0.0703,0.8,0.28125,0.28125,0.2442,0.24757,0.45677,0.45919,2795708118.95203,2785491586.33689,10216532.61514,0.02,0.12542,0.1092,0.105,0.125,0.10535
"Yemen, Rep.",YEM,0.53565,3,40,1,0.21913,0,0.01688,0.30822,0.357,0.1,1502.25562,4414.79202,30684.4685,4.99933,122020436.1209,0,0,0,6.59048,0,0.00004,6.89735,0.01511,0.01765,0.01448,0.01983,0.2,3832.28474,1.5,0.0001,0.4236,YEM,1.1613,0.74057,"Yemen, Rep.",0.16797,0.16797,0.2,0.59498,24407381,0.2,0.26667,6.43,6.43,0,0,0.72482,0.75857,0.75265,0.75584,0.05,0.0018,0.0013,40.78383,0.0784,0.0784,0.2,0.09167,0.09167,0.10971,0.07833,0.19132,0.16281,168346361.33473,160856303.63436,7490057.70037,0.174,0.13,0.1248,0.1248,0.13,0.1248
Zambia,ZMB,0.53565,3,40,1,0.42575,0.02737,0.17679,0.59345,0.465,0.56667,680.11774,4579.39611,30422.29029,5.27566,76700861.29356,0,0,0,14.75149,0,0.00035,17.10684,0.0163,0.02738,0.01353,0.01859,0.8,3799.54044,1.5,0.00106,0.32822,ZMB,1.35834,0.27809,Zambia,0.68,0.68,0.2,0.55489,14538640,0.2,0.86667,6.53,6.53,0.92239,0.33333,0.30839,0.35764,0.28643,0.3067,0.05,0.0045,0.00139,41.3181,0.0358,0.0358,0.8,0.35833,0.35833,0.14486,0.10681,0.45129,0.42687,248710180.41414,214466586.873,34243593.54114,0.133,0.32772,0.5292,0.2562,0.305,0.27528
